diff,value,latitude,longitude
1102804,59,37.05987333,140.85603
1102798,63,37.060555,140.8550883
1102794,65,37.06098333,140.8545017
1102788,65,37.06162333,140.853625
1102784,67,37.06206333,140.85299
1102778,67,37.06277833,140.852
1102772,69,37.06353,140.8509867
1102768,63,37.06407167,140.8503717
1102762,61,37.06496833,140.8495283
1102758,52,37.06557333,140.8489933
1102752,49,37.06647833,140.8481883
1102748,50,37.067015,140.84759
1102742,44,37.06760333,140.8464717
1102738,41,37.06789833,140.8456983
1102732,40,37.068315,140.8446117
1102728,38,37.06863833,140.8440133
1102722,36,37.06910667,140.843315
1102718,34,37.069385,140.84295
1102712,37,37.06958,140.84266
1102708,38,37.06957333,140.8426683
1102702,40,37.06957,140.8426733
1102696,49,37.06961833,140.8426033
1102692,53,37.06973167,140.8424517
1102686,49,37.06996167,140.842105
1102682,54,37.07013167,140.8417933
1102676,53,37.07035,140.8412467
1102672,51,37.07047,140.84086
1102666,52,37.0706,140.8402617
1102662,55,37.070585,140.8399733
1102656,59,37.070355,140.8397533
1102652,55,37.07013833,140.8397
1102646,55,37.06996833,140.839655
1102642,56,37.069985,140.8396517
1102636,51,37.069995,140.8396717
1102632,47,37.07000167,140.8396833
1102626,50,37.07000167,140.8396833
1102620,45,37.06999833,140.8396817
1102616,46,37.06994333,140.839675
1102610,43,37.06971667,140.8395967
1102606,45,37.06944833,140.8394967
1102600,43,37.06894167,140.8392617
1102596,39,37.06852333,140.8389833
1102590,40,37.06791333,140.8387183
1102586,41,37.06773,140.83861
1102580,45,37.06751833,140.838455
1102576,45,37.06734833,140.8383433
1102570,47,37.06694667,140.8379833
1102566,47,37.06678167,140.8375367
1102560,49,37.06635667,140.83679
1102556,48,37.06602,140.8364083
1102550,55,37.06555167,140.8357733
1102544,62,37.06502667,140.835115
1102540,63,37.06459,140.8346067
1102534,65,37.06383667,140.8337883
1102530,67,37.06331833,140.8332917
1102524,65,37.06246667,140.832685
1102520,62,37.061885,140.83237
1102514,62,37.06092333,140.8320133
1102510,61,37.06017167,140.8316933
1102504,62,37.059025,140.8310583
1102500,64,37.058275,140.830525
1102494,71,37.05717333,140.8295533
1102490,71,37.05648667,140.8288167
1102484,69,37.05555,140.82761
1102480,69,37.05495833,140.8268217
1102474,71,37.054105,140.82568
1102468,73,37.05327333,140.8245917
1102464,74,37.052685,140.8239167
1102458,75,37.05167167,140.82301
1102454,75,37.050885,140.8224533
1102448,83,37.04966667,140.8217767
1102444,83,37.04884833,140.82142
1102438,82,37.04760167,140.8210783
1102434,78,37.04674167,140.8209417
1102428,80,37.04541667,140.8207717
1102424,76,37.04453333,140.8206483
1102418,77,37.04319167,140.8203883
1102414,74,37.0423,140.820125
1102408,74,37.04101333,140.8195983
1102402,73,37.03985167,140.818955
1102398,74,37.03922,140.8185183
1102392,76,37.03863667,140.8177717
1102388,71,37.03869,140.8171033
1102382,70,37.03910167,140.81615
1102378,71,37.03941,140.8154717
1102372,67,37.03992167,140.81441
1102368,60,37.04031,140.8136583
1102362,58,37.04102667,140.8124117
1102358,52,37.04159,140.8115667
1102352,56,37.04245833,140.81044
1102348,52,37.04304667,140.809765
1102342,51,37.04398833,140.8088583
1102338,49,37.04466833,140.8082983
1102332,50,37.04573833,140.8075683
1102326,55,37.04685333,140.8069483
1102322,59,37.04762333,140.806555
1102316,60,37.04871167,140.8060383
1102312,60,37.04942,140.8057017
1102306,62,37.05051333,140.8051333
1102302,64,37.05126833,140.804695
1102296,66,37.05233333,140.8039983
1102292,65,37.05300833,140.8035017
1102286,65,37.05403667,140.8026333
1102282,68,37.05472833,140.8019883
1102276,69,37.05578833,140.8009567
1102272,68,37.05654,140.8002767
1102266,62,37.05770333,140.799345
1102260,65,37.058945,140.79853
1102256,65,37.059835,140.7980683
1102250,65,37.06121167,140.7974333
1102246,67,37.06213,140.796965
1102240,73,37.063465,140.7961167
1102236,74,37.06430833,140.7954567
1102230,73,37.06551167,140.7944083
1102226,74,37.066305,140.7937717
1102220,75,37.06751333,140.7929233
1102216,74,37.068365,140.7924567
1102210,73,37.06965667,140.7919233
1102206,70,37.07054333,140.7916767
1102200,65,37.07192667,140.7915233
1102196,62,37.07286167,140.7915133
1102190,61,37.07430333,140.7915717
1102184,60,37.07575167,140.7915033
1102180,55,37.07674,140.791345
1102174,59,37.07817167,140.7908333
1102170,59,37.079085,140.7903233
1102164,62,37.08043833,140.789425
1102160,56,37.08134,140.7887967
1102154,57,37.082765,140.7879833
1102150,62,37.08385,140.7876033
1102144,62,37.08546167,140.7874717
1102140,63,37.08662,140.7874733
1102124,66,37.08996167,140.78742
1102118,63,37.09128,140.7866483
1102114,58,37.09208833,140.7859833
1102108,57,37.093135,140.7848067
1102104,53,37.093745,140.783985
1102098,53,37.09459167,140.782695
1102094,53,37.09509833,140.781785
1102088,46,37.09571333,140.780335
1102084,51,37.09603833,140.7793283
1102078,52,37.09645333,140.7777367
1102074,54,37.096735,140.7766383
1102068,55,37.097285,140.7750183
1102064,51,37.09778167,140.774035
1102058,58,37.09869167,140.7727133
1102054,59,37.09940167,140.7720017
1102048,60,37.100545,140.7710667
1102042,59,37.10171167,140.7702433
1102038,63,37.10246167,140.7696817
1102032,62,37.10353167,140.76879
1102028,66,37.10417667,140.7681483
1102022,61,37.10506333,140.7671033
1102018,57,37.105635,140.766345
1102012,53,37.10644167,140.7651017
1102008,51,37.10693167,140.7641917
1102002,50,37.10762333,140.7626967
1101998,44,37.10806167,140.76165
1101992,47,37.10870167,140.7600733
1101988,45,37.10914167,140.7590283
1101982,43,37.10983167,140.7575
1101978,38,37.11033333,140.7565483
1101972,35,37.111175,140.7552417
1101966,31,37.112145,140.7540683
1101962,32,37.11286833,140.7534067
1101956,30,37.11408167,140.752555
1101896,64,37.12703667,140.753715
1101890,61,37.128385,140.753995
1101886,63,37.12927167,140.7540933
1101880,67,37.13062167,140.7540617
1101876,68,37.13151167,140.7539233
1101870,66,37.13281167,140.75356
1101866,67,37.13367833,140.7531883
1101860,67,37.13496333,140.7524633
1101856,70,37.13576833,140.751845
1101850,67,37.136915,140.7507933
1101846,60,37.13767167,140.7501283
1101840,57,37.138905,140.7493167
1101836,59,37.1398,140.7488967
1101830,60,37.14114,140.7482483
1101826,57,37.14199667,140.7476917
1101820,53,37.14311,140.7466117
1101814,53,37.14405167,140.7454283
1101810,50,37.14466167,140.7446517
1101804,50,37.145625,140.7435567
1101800,51,37.14636333,140.7429183
1101794,50,37.14762833,140.7421217
1101790,51,37.14849667,140.7416
1101784,56,37.149735,140.7407217
1101780,58,37.15049667,140.7399783
1101774,58,37.15147167,140.738645
1101770,59,37.15205167,140.737705
1101764,61,37.15287833,140.7363933
1101760,61,37.15346833,140.7356217
1101754,63,37.15443833,140.7346067
1101750,65,37.15514167,140.7340133
1101744,64,37.15631333,140.733295
1101738,63,37.15758,140.7328083
1101734,57,37.15845,140.7325817
1101728,61,37.15977833,140.73224
1101724,62,37.16065833,140.7319033
1101718,67,37.16190667,140.73116
1101714,66,37.16267167,140.7304983
1101708,68,37.16367,140.7293917
1101704,69,37.1643,140.7286067
1101698,73,37.165295,140.7274233
1101694,71,37.16601833,140.7266883
1101688,70,37.167195,140.72572
1101684,71,37.16803667,140.72519
1101678,76,37.16934167,140.7245817
1101672,82,37.17062,140.7240467
1101668,77,37.17149667,140.7236933
1101662,76,37.172765,140.7230967
1101658,71,37.17353167,140.7226833
1101652,70,37.1745,140.7221117
1101648,66,37.17495667,140.721835
1101642,63,37.175425,140.7215133
1101638,64,37.17568,140.7213867
1101632,65,37.175855,140.7213017
1101628,64,37.17585167,140.721315
1101622,66,37.17585333,140.7213133
1101618,63,37.17585333,140.721315
1101612,59,37.175855,140.72132
1101606,60,37.17585833,140.72133
1101602,61,37.17586167,140.7213317
1101596,64,37.17586167,140.72133
1101592,65,37.17586333,140.7213267
1101586,69,37.17586333,140.721325
1101582,72,37.17586333,140.721325
1101576,69,37.17586833,140.72133
1101572,69,37.17586833,140.7213267
1101566,71,37.17586833,140.7213333
1101562,66,37.17586167,140.7213433
1101556,68,37.17585833,140.7213433
1101552,68,37.175855,140.7213583
1101546,70,37.17585833,140.7213683
1101542,66,37.175855,140.721365
1101536,64,37.17583667,140.7213717
1101530,66,37.17582833,140.72138
1101526,63,37.17582833,140.72138
1101520,65,37.175835,140.7213817
1101516,65,37.175825,140.7213783
1101510,66,37.175805,140.7213883
1101506,64,37.17585333,140.721315
1101500,64,37.17610167,140.7211683
1101496,60,37.17624,140.7209733
1101490,57,37.17658,140.7205033
1101486,60,37.17698833,140.720015
1101480,60,37.17773167,140.7190933
1101476,60,37.17826667,140.718435
1101470,55,37.17905,140.7174383
1101466,54,37.17954333,140.7167583
1101460,48,37.1803,140.7157217
1101454,50,37.18113,140.7146467
1101450,55,37.18174333,140.7139
1101444,57,37.18274,140.7128067
1101440,63,37.18347167,140.71212
1101434,64,37.18457333,140.7111417
1101430,66,37.18531333,140.710555
1101424,65,37.1865,140.70975
1101420,67,37.18732333,140.7092667
1101414,69,37.18857167,140.7085733
1101410,78,37.18942333,140.7081283
1101404,90,37.19069,140.707435
1101400,95,37.19153333,140.7069283
1101394,94,37.19279333,140.706045
1101390,89,37.19359833,140.7053833
1101384,91,37.194735,140.70433
1101378,86,37.19576833,140.703195
1101374,86,37.19641,140.702385
1101368,86,37.19734833,140.7011333
1101364,81,37.19795333,140.7003
1101358,78,37.19886333,140.69908
1101354,74,37.19948167,140.6983167
1101348,69,37.200455,140.6973133
1101344,59,37.201135,140.6967267
1101338,57,37.20221667,140.6960283
1101334,59,37.20296667,140.6956717
1101328,56,37.20415667,140.6952967
1101324,58,37.20493667,140.6951283
1101318,62,37.206125,140.6947967
1101314,61,37.20695,140.694455
1101308,61,37.20817,140.6937733
1101302,65,37.209335,140.6929533
1101298,67,37.21013667,140.6924333
1101292,67,37.21140667,140.691815
1101288,65,37.21226333,140.6915583
1101282,67,37.21356833,140.69137
1101278,67,37.21442167,140.6913583
1101272,67,37.21565,140.6913783
1101268,70,37.21645167,140.6913433
1101262,61,37.21763667,140.691135
1101258,58,37.21848,140.6908583
1101252,58,37.2197,140.6902217
1101248,57,37.22051,140.6896133
1101242,55,37.22167333,140.6884917
1101236,57,37.22272333,140.6872633
1101232,60,37.22339333,140.6864683
1101226,64,37.224445,140.6854933
1101222,58,37.22518167,140.684965
1101216,55,37.226335,140.68434
1101212,52,37.227145,140.6840017
1101206,54,37.228355,140.683475
1101202,58,37.2291,140.6830083
1101196,57,37.23019167,140.6821517
1101192,54,37.23087833,140.6815033
1101186,56,37.23186833,140.680535
1101182,55,37.232565,140.67995
1101176,53,37.23369833,140.6792133
1101172,48,37.23450667,140.678845
1101166,42,37.235815,140.6783967
1101160,50,37.23715,140.6778633
1101156,55,37.23801,140.677395
1101150,57,37.23920333,140.6764917
1101146,57,37.23997833,140.6758233
1101140,53,37.24107667,140.67476
1101136,53,37.24178333,140.67402
1101130,60,37.24277667,140.6728567
1101126,60,37.24338,140.6720333
1101120,63,37.244155,140.6708
1101116,65,37.24456333,140.6699517
1101110,66,37.24510667,140.6686083
1101106,70,37.24541667,140.6677
1101100,67,37.24587333,140.66634
1101094,67,37.24635667,140.6650467
1101090,63,37.24677667,140.664145
1101084,60,37.24755667,140.6628983
1101080,68,37.24812667,140.6621467
1101074,75,37.24906833,140.661155
1101070,70,37.24972667,140.6605233
1101064,67,37.25069,140.6595817
1101060,64,37.25131,140.6589233
1101054,61,37.252185,140.6578083
1101050,64,37.25268667,140.657015
1101044,61,37.253295,140.6557533
1101040,61,37.253655,140.654875
1101034,62,37.25429833,140.653405
1101030,65,37.25481833,140.6524483
1101024,65,37.255725,140.6512167
1101018,60,37.25675833,140.6501917
1101014,55,37.25753,140.6496333
1101008,58,37.25876167,140.6489533
1101004,61,37.25959,140.648555
1100998,63,37.26089833,140.6479683
1100994,68,37.26175833,140.64753
1100988,69,37.26303667,140.6467383
1100984,75,37.263825,140.6460867
1100978,72,37.264935,140.6449733
1100974,67,37.265615,140.6441383
1100968,63,37.26651,140.6428133
1100964,63,37.26702167,140.64185
1100958,70,37.26768333,140.6403283
1100952,66,37.26820667,140.6387283
1100948,62,37.26849167,140.6376717
1100942,59,37.26892167,140.6360933
1100938,62,37.26920667,140.6350583
1100932,60,37.26975167,140.6335283
1100928,61,37.27018167,140.6325417
1100922,58,37.27092,140.631135
1100918,58,37.27144333,140.6302483
1100912,62,37.27223333,140.6289733
1100908,67,37.272765,140.628155
1100902,67,37.27359,140.6269233
1100898,63,37.27415833,140.6261467
1100892,67,37.27502667,140.6250033
1100888,69,37.27563667,140.62421
1100882,70,37.27659833,140.623045
1100876,67,37.27755,140.6219567
1100872,63,37.27819667,140.621265
1100866,64,37.27918,140.620235
1100862,61,37.27983167,140.6195033
1100856,59,37.28076667,140.6183933
1100852,55,37.28132667,140.61769
1100846,50,37.28211,140.6167467
1100842,48,37.28263333,140.61616
1100836,44,37.283555,140.6152683
1100832,45,37.284265,140.6146933
1100826,44,37.28541167,140.6139583
1100822,44,37.28619833,140.6135583
1100816,39,37.28743667,140.613115
1100810,42,37.288725,140.61284
1100806,35,37.289575,140.6127667
1100800,36,37.29085667,140.6128083
1100796,37,37.29168167,140.6129133
1100790,40,37.29293333,140.61316
1100786,45,37.29371667,140.613445
1100780,46,37.29484,140.6139483
1100776,46,37.29558667,140.6143133
1100770,45,37.29675833,140.6148033
1100766,46,37.29758833,140.6150417
1100760,45,37.29895,140.6152
1100756,49,37.29988833,140.6152
1100750,49,37.30124167,140.61496
1100746,55,37.302075,140.61465
1100740,58,37.3033,140.61402
1100734,58,37.30446167,140.6132333
1100730,57,37.30524333,140.6126967
1100724,53,37.306415,140.6118867
1100720,54,37.30719,140.6113817
1100714,57,37.308385,140.6108
1100710,57,37.30917167,140.61045
1100704,53,37.31037,140.6100833
1100700,61,37.31116167,140.6099533
1100694,61,37.31234333,140.6099133
1100690,60,37.31315667,140.609995
1100684,57,37.314395,140.6102683
1100680,56,37.31523167,140.6105667
1100674,57,37.31649333,140.6111817
1100670,57,37.31727833,140.6117017
1100664,58,37.318315,140.61266
1100658,61,37.319205,140.6138167
1100654,58,37.319795,140.61464
1100648,60,37.32085667,140.615745
1100644,65,37.32163833,140.6163383
1100638,58,37.32289667,140.6169933
1100634,59,37.32376333,140.617295
1100628,64,37.32512833,140.617525
1100624,65,37.32604333,140.6175983
1100618,65,37.32742167,140.6175383
1100614,67,37.328335,140.617415
1100608,68,37.32965167,140.6171183
1100604,67,37.33052667,140.61685
1100598,65,37.33185833,140.6162633
1100594,68,37.332745,140.615775
1100588,69,37.334,140.6148967
1100582,70,37.33516167,140.6139167
1100578,67,37.33589333,140.6132633
1100572,63,37.33698,140.612295
1100568,57,37.33775333,140.6116767
1100562,55,37.33902,140.610815
1100558,53,37.339895,140.6103067
1100552,54,37.34127167,140.6096617
1100548,60,37.34219333,140.6093667
1100542,63,37.34357167,140.6090667
1100538,67,37.34445833,140.6088867
1100532,65,37.34573167,140.6086483
1100528,60,37.34655833,140.608495
1100506,70,37.35117833,140.6076917
1100502,76,37.35200833,140.6075967
1100496,75,37.35329833,140.607625
1100492,73,37.35415167,140.6078033
1100486,65,37.35545,140.6082117
1100482,64,37.356305,140.6085117
1100476,58,37.35756,140.608765
1100472,56,37.35840167,140.6087817
1100466,54,37.35969667,140.6085583
1100462,55,37.36055,140.60833
1100456,54,37.361855,140.6079617
1100452,51,37.36274667,140.6077117
1100446,50,37.36407667,140.607345
1100442,45,37.36494833,140.60712
1100436,53,37.36626,140.6067433
1100430,53,37.36753833,140.60625
1100426,52,37.36836333,140.605835
1100420,53,37.369505,140.6050517
1100416,55,37.37022667,140.6043983
1100410,56,37.37126,140.6033117
1100406,56,37.37193,140.60255
1100400,59,37.37294833,140.60147
1100396,62,37.37367333,140.60083
1100390,64,37.37480833,140.6000617
1100386,63,37.37556333,140.59964
1100380,61,37.37669167,140.59912
1100376,53,37.37748167,140.5988433
1100370,57,37.37867333,140.5985517
1100366,60,37.37948,140.5984017
1100360,61,37.38067167,140.5982033
1100354,60,37.38188167,140.5979783
1100350,57,37.382695,140.5977833
1100344,58,37.38388667,140.5974133
1100340,52,37.38468333,140.597095
1100334,47,37.385845,140.596515
1100330,49,37.386575,140.59607
1100324,50,37.38762833,140.5953067
1100320,52,37.38828833,140.5947233
1100314,57,37.38924167,140.59377
1100310,55,37.38984,140.5930683
1100304,52,37.39072667,140.59196
1100300,49,37.39129,140.5911867
1100294,51,37.39213667,140.58996
1100290,56,37.392695,140.5890867
1100284,59,37.393515,140.5877083
1100278,60,37.39431167,140.5862633
1100274,63,37.39479667,140.5852867
1100268,63,37.39548667,140.5837967
1100264,66,37.395915,140.5827817
1100258,67,37.396525,140.581225
1100254,66,37.39690667,140.5801583
1100248,64,37.39746333,140.5785717
1100244,64,37.39782333,140.577555
1100238,64,37.39845,140.5761117
1100234,64,37.39891333,140.5751983
1100228,63,37.39970667,140.573965
1100224,62,37.40027167,140.5732217
1100218,62,37.401215,140.5722133
1100214,63,37.401925,140.5716083
1100208,61,37.40303667,140.5707533
1100202,58,37.40417333,140.5699183
1100198,57,37.40492667,140.569365
1100192,52,37.40603,140.568505
1100188,54,37.40677333,140.567955
1100182,59,37.40789833,140.5671267
1100178,59,37.40865667,140.56662
1100172,58,37.40976,140.56584
1100168,60,37.41049333,140.5653033
1100162,59,37.411595,140.56449
1100158,59,37.412335,140.5639517
1100152,57,37.41343,140.56314
1100148,61,37.414165,140.5626333
1100142,63,37.415305,140.5619633
1100138,65,37.41608833,140.5615883
1100132,69,37.417275,140.5610883
1100126,69,37.41846833,140.5605917
1100122,66,37.41927667,140.5602117
1100116,66,37.42040167,140.5595133
1100112,67,37.42111167,140.55898
1100106,64,37.42206833,140.5580633
1100102,64,37.42267667,140.5574067
1100096,68,37.42346333,140.5563333
1100092,66,37.42394,140.5555433
1100086,68,37.42463333,140.55428
1100082,67,37.42513167,140.5534367
1100076,69,37.42594,140.5522283
1100072,70,37.42653167,140.551495
1100066,73,37.42744667,140.55041
1100062,74,37.42797667,140.5496217
1100056,79,37.42868,140.5483933
1100050,80,37.429255,140.54713
1100046,81,37.42962,140.54628
1100040,80,37.43017667,140.545015
1100036,77,37.43058167,140.54416
1100030,82,37.43120167,140.5428267
1100026,78,37.431625,140.5419317
1100020,83,37.43229333,140.540635
1100016,80,37.43271,140.5398117
1100010,77,37.43334833,140.5386017
1100006,76,37.43379667,140.5377917
1100000,80,37.43446667,140.5365517
1099996,81,37.43490333,140.5357267
1099990,75,37.43552667,140.5344633
1099986,75,37.43591,140.5336117
1099980,81,37.43640667,140.53227
1099974,81,37.43684833,140.53088
1099970,77,37.43711,140.529945
1099964,75,37.43747333,140.5284983
1099960,77,37.43769,140.527485
1099954,76,37.43801,140.525925
1099950,79,37.43819667,140.52495
1099944,81,37.43847833,140.5237017
1099940,79,37.43874,140.523085
1099934,76,37.43946,140.522905
1099930,82,37.44000833,140.5230883
1099924,84,37.440855,140.5234517
1099920,80,37.44137333,140.5236933
1099914,78,37.442085,140.5240667
1099910,79,37.44241,140.5243517
1099904,83,37.44275667,140.5246
1099898,74,37.44320667,140.5249
1099894,74,37.44358,140.525205
1099888,70,37.44418,140.5258533
1099884,65,37.44457,140.526335
1099878,64,37.4451,140.5270533
1099874,63,37.44547333,140.5274067
1099868,62,37.44606667,140.527545
1099864,62,37.44634667,140.5274667
1099858,68,37.44644667,140.5273283
1099854,74,37.44644667,140.5273283
1099848,72,37.446445,140.5273233
1099844,66,37.446435,140.52728
1099838,66,37.44642333,140.5272517
1099834,67,37.44642333,140.5272517
1099828,70,37.44642333,140.5272517
1099822,71,37.44642333,140.5272517
1099818,69,37.44642333,140.5272517
1099812,72,37.44642333,140.527245
1099808,76,37.446405,140.5271233
1099802,75,37.44633167,140.52639
1099798,80,37.44624333,140.5257483
1099792,76,37.446125,140.52482
1099788,77,37.44603833,140.5242217
1099782,77,37.44594833,140.523315
1099778,84,37.4459,140.52271
1099772,83,37.44586,140.521865
1099768,89,37.445845,140.5214
1099762,90,37.44604667,140.521095
1099758,91,37.44632667,140.5209383
1099752,85,37.44646833,140.5203233
1099746,82,37.44673833,140.5197417
1099742,85,37.44709833,140.5193633
1099736,77,37.447595,140.5186267
1099732,78,37.447975,140.5181933
1099726,78,37.448545,140.51757
1099722,78,37.44871667,140.5170217
1099716,73,37.44860333,140.516145
1099712,73,37.44852167,140.5156067
1099706,68,37.44849,140.51475
1099702,64,37.448545,140.514195
1099696,66,37.44862333,140.513365
1099692,73,37.44836333,140.5128967
1099686,77,37.44789667,140.5122283
1099682,81,37.44753333,140.5117817
1099676,79,37.446955,140.5111283
1099670,86,37.44667167,140.5104717
1099666,91,37.44674333,140.509955
1099660,100,37.44681,140.509295
1099656,98,37.446785,140.5090817
1099650,103,37.446775,140.5090383
1099646,103,37.44674333,140.5088733
1099640,110,37.446795,140.5081433
1099636,109,37.44690833,140.5075117
1099630,105,37.447025,140.5066033
1099626,98,37.44686833,140.506105
1099620,98,37.44663167,140.505265
1099616,92,37.44646167,140.504685
1099610,87,37.4461,140.5039183
1099606,85,37.446035,140.50331
1099600,79,37.44631167,140.5025267
1099594,84,37.44647833,140.5017483
1099590,85,37.44634,140.50122
1099584,87,37.44617667,140.500385
1099580,81,37.44626333,140.499845
1099574,81,37.446575,140.49905
1099570,84,37.44680167,140.498505
1099564,88,37.44703,140.4977417
1099560,86,37.44695667,140.4973017
1099554,91,37.44681167,140.49689
1099550,88,37.44680833,140.4968067
1099544,87,37.44680833,140.4968067
1099540,89,37.44680833,140.4968067
1099534,89,37.44680833,140.4968067
1099530,83,37.44680667,140.4968017
1099524,79,37.44673833,140.496755
1099518,83,37.44672167,140.4967717
1099514,81,37.44672167,140.4967717
1099508,82,37.44672167,140.4967733
1099504,78,37.44671667,140.4967733
1099498,72,37.44663167,140.49684
1099494,73,37.44641333,140.4968233
1099488,72,37.44592,140.4966183
1099484,76,37.445665,140.4963183
1099478,73,37.44540167,140.495735
1099474,65,37.44529167,140.49534
1099468,67,37.44500833,140.494815
1099464,71,37.44483,140.4944267
1099458,69,37.44455833,140.4937967
1099454,73,37.44441333,140.4933967
1099448,65,37.444185,140.4928383
1099442,68,37.443935,140.49237
1099438,70,37.44375667,140.4920833
1099432,70,37.44347167,140.4916517
1099428,75,37.44329333,140.4914167
1099422,76,37.44304,140.491125
1099418,80,37.44287167,140.4909483
1099412,83,37.442555,140.4907467
1099408,83,37.44234,140.490655
1099402,80,37.442275,140.4903267
1099398,80,37.44234,140.4900633
1099392,75,37.44242167,140.489565
1099388,81,37.44246,140.489125
1099382,85,37.44257333,140.4885417
1099378,88,37.44264667,140.48812
1099372,89,37.44277,140.4876833
1099366,86,37.44312,140.4876417
1099362,89,37.443475,140.4875883
1099356,89,37.44403333,140.4876
1099352,93,37.44441333,140.4876217
1099346,99,37.444965,140.487795
1099342,100,37.44533667,140.4879367
1099336,103,37.445935,140.4878883
1099332,106,37.44627,140.4877117
1099326,106,37.44672667,140.4874233
1099322,101,37.44698667,140.4872283
1099316,98,37.44729333,140.4868933
1099312,99,37.447255,140.4867667
1099306,101,37.44717333,140.4866217
1099302,92,37.44717333,140.4866217
1099296,93,37.44717333,140.4866217
1099290,90,37.44717333,140.4866217
1099286,85,37.44717333,140.4866217
1099280,85,37.44717167,140.48662
1099276,84,37.44715,140.4865833
1099270,83,37.44702667,140.486295
1099266,84,37.44694,140.485905
1099260,91,37.44696833,140.4851967
1099256,96,37.44713167,140.4847133
1099250,94,37.447275,140.4839933
1099246,94,37.447155,140.483555
1099240,95,37.44688667,140.4829167
1099236,91,37.44672,140.4825167
1099230,93,37.44651333,140.4820183
1099226,96,37.446485,140.48192
1099220,98,37.44652833,140.4818867
1099214,98,37.44683333,140.4816583
1099210,100,37.447125,140.481455
1099204,97,37.44753167,140.48114
1099200,94,37.44780167,140.4809333
1099194,91,37.44812,140.4806583
1099190,94,37.44815,140.4803767
1099184,91,37.44819,140.4798067
1099180,100,37.44823,140.47942
1099174,99,37.448285,140.4788617
1099170,99,37.44835,140.4785333
1099164,94,37.448445,140.4779633
1099160,88,37.4485,140.4775683
1099154,86,37.44856,140.4769517
1099150,81,37.44860167,140.476555
1099144,85,37.44869,140.4759933
1099140,82,37.44873833,140.475685
1099134,80,37.448905,140.47549
1099128,80,37.44928167,140.475395
1099124,82,37.449505,140.4753133
1099118,75,37.44954833,140.4749417
1099114,85,37.44947333,140.474575
1099108,82,37.44936167,140.47401
1099104,85,37.449305,140.473665
1099098,92,37.44923333,140.4733117
1099094,93,37.44909333,140.4732717
1099088,95,37.44864833,140.473385
1099084,97,37.44831,140.4734867
1099078,93,37.447835,140.4738
1099074,93,37.447565,140.4741417
1099068,88,37.44726167,140.4748167
1099064,88,37.44714167,140.475295
1099058,85,37.44705167,140.4760683
1099054,79,37.44698167,140.4765567
1099048,81,37.44687,140.4773317
1099042,82,37.44680333,140.4780767
1099038,80,37.44676,140.47852
1099032,75,37.44667833,140.4791817
1099028,78,37.44659667,140.4795867
1099022,76,37.44637,140.4800833
1099018,80,37.44610167,140.48031
1099012,84,37.445835,140.480465
1099008,83,37.44570833,140.4802667
1099002,85,37.44543833,140.4796733
1098998,85,37.44522,140.4793133
1098992,82,37.444805,140.47895
1098988,80,37.44449167,140.4788683
1098982,74,37.44395333,140.4788767
1098978,80,37.44360167,140.4789083
1098972,85,37.44303333,140.4788533
1098966,83,37.44248667,140.478545
1098962,81,37.44213333,140.478315
1098956,79,37.44162167,140.4780067
1098952,80,37.44133667,140.477845
1098946,83,37.441095,140.4776567
1098942,84,37.44111333,140.4775483
1098936,89,37.441115,140.4775383
1098932,89,37.44114,140.477385
1098926,93,37.44129667,140.47679
1098922,96,37.44140833,140.47632
1098916,91,37.44133167,140.4756233
1098912,92,37.44123,140.4751567
1098906,93,37.44118167,140.474355
1098902,87,37.44108833,140.473855
1098896,85,37.44057833,140.473675
1098892,81,37.44021167,140.47392
1098886,84,37.43964167,140.473975
1098880,79,37.43954167,140.473295
1098876,80,37.43957,140.4727717
1098870,87,37.43956833,140.4719483
1098866,85,37.43946333,140.471445
1098860,86,37.43895833,140.471085
1098856,82,37.43858833,140.470805
1098850,82,37.43830833,140.470045
1098846,82,37.43819833,140.4694783
1098840,91,37.43809167,140.4686533
1098836,95,37.43805667,140.4681633
1098830,98,37.43805667,140.4674117
1098826,96,37.43814167,140.4671283
1098820,99,37.43843167,140.4671483
1098816,99,37.43858667,140.46721
1098810,87,37.43889,140.46741
1098804,90,37.43941333,140.4677783
1098800,96,37.439825,140.4680333
1098794,101,37.44047833,140.4684267
1098790,100,37.44091667,140.468665
1098784,97,37.44157,140.468815
1098780,100,37.44193,140.468775
1098774,101,37.44203,140.4687783
1098770,107,37.44202667,140.4687867
1098764,111,37.44201167,140.46878
1098760,114,37.44201667,140.4687567
1098754,112,37.442335,140.4686583
1098750,122,37.44278,140.4686783
1098744,122,37.44348833,140.4687367
1098740,119,37.44391,140.4686967
1098734,120,37.44443,140.46869
1098730,115,37.44466333,140.46857
1098724,127,37.44513,140.46815
1098718,122,37.44562667,140.4679133
1098714,128,37.446045,140.4679483
1098708,122,37.44663167,140.4679383
1098704,124,37.44695667,140.46815
1098698,121,37.447245,140.4685783
1098694,118,37.447425,140.46898
1098688,112,37.447805,140.4694517
1098684,106,37.44814,140.4696767
1098678,107,37.44864167,140.4702017
1098674,104,37.44885833,140.4707033
1098668,104,37.44916833,140.4714317
1098664,98,37.44943,140.4718183
1098658,100,37.44985667,140.4723817
1098654,97,37.45006,140.4728167
1098648,91,37.45034333,140.47346
1098644,91,37.45053,140.4738767
1098638,88,37.45076667,140.474425
1098632,90,37.45077167,140.4748167
1098628,89,37.45070833,140.475245
